num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2023S040280;04/01/2024;14:09:00;AVDA. NICETO ALCALA ZAMORA / AUTOV. M-11;3;16;HORTALEZA;Colisión fronto-lateral;Lluvia débil;Motocicleta > 125cc;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;444913;4481427;N;NULL
2023S040280;04/01/2024;14:09:00;AVDA. NICETO ALCALA ZAMORA / AUTOV. M-11;3;16;HORTALEZA;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;444913;4481427;N;NULL
2023S040309;15/02/2024;14:05:00;CALL. TESORO / CALL. MINAS;18;1;CENTRO;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440123;4475170;N;NULL
2023S040309;15/02/2024;14:05:00;CALL. TESORO / CALL. MINAS;18;1;CENTRO;Colisión fronto-lateral;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;440123;4475170;N;NULL
2023S040310;18/02/2024;10:40:00;GTA. RUIZ JIMENEZ / CALL. SAN BERNARDO;3;7;CHAMBERÍ;Colisión lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440137;4475721;N;NULL
2023S040310;18/02/2024;10:40:00;GTA. RUIZ JIMENEZ / CALL. SAN BERNARDO;3;7;CHAMBERÍ;Colisión lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;440137;4475721;N;NULL
2023S040312;25/02/2024;17:20:00;CALL. PINOS ALTA, 93;93;6;TETUÁN;Colisión lateral;Despejado;Camión rígido;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;440709;4480102;N;NULL
2023S040312;25/02/2024;17:20:00;CALL. PINOS ALTA, 93;93;6;TETUÁN;Colisión lateral;Despejado;Maquinaria de obras;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;440709;4480102;N;NULL
2023S040316;07/03/2024;14:25:00;CTRA. BARRIO DE LA FORTUNA / CALL. PINAR DE SAN JOSE;14;10;LATINA;Alcance;Lluvia débil;Furgoneta;Conductor;De 60 a 64 años;Hombre;NULL;NULL;433983;4468473;N;NULL
2023S040316;07/03/2024;14:25:00;CTRA. BARRIO DE LA FORTUNA / CALL. PINAR DE SAN JOSE;14;10;LATINA;Alcance;Lluvia débil;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;433983;4468473;N;NULL
2023S040319;27/03/2024;8:10:00;CTRA. CIUDAD UNIVERSITARIA, 0;0;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;437064;4478229;N;NULL
2024S000001;01/01/2024;1:20:00;AUTOV. M-30, 08NL00;08NL00;3;RETIRO;Colisión múltiple;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;443927;4473998;N;NULL
2024S000001;01/01/2024;1:20:00;AUTOV. M-30, 08NL00;08NL00;3;RETIRO;Colisión múltiple;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;443927;4473998;N;NULL
2024S000001;01/01/2024;1:20:00;AUTOV. M-30, 08NL00;08NL00;3;RETIRO;Colisión múltiple;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;443927;4473998;N;NULL
2024S000001;01/01/2024;1:20:00;AUTOV. M-30, 08NL00;08NL00;3;RETIRO;Colisión múltiple;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;443927;4473998;N;NULL
2024S000001;01/01/2024;1:20:00;AUTOV. M-30, 08NL00;08NL00;3;RETIRO;Colisión múltiple;Despejado;Turismo;Pasajero;De 18 a 20 años;Mujer;1;Atención en urgencias sin posterior ingreso;443927;4473998;N;NULL
2024S000001;01/01/2024;1:20:00;AUTOV. M-30, 08NL00;08NL00;3;RETIRO;Colisión múltiple;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;443927;4473998;N;NULL
2024S000001;01/01/2024;1:20:00;AUTOV. M-30, 08NL00;08NL00;3;RETIRO;Colisión múltiple;Despejado;Turismo;Pasajero;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;443927;4473998;N;NULL
2024S000001;01/01/2024;1:20:00;AUTOV. M-30, 08NL00;08NL00;3;RETIRO;Colisión múltiple;Despejado;Turismo;Pasajero;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;443927;4473998;N;NULL
2024S000001;01/01/2024;1:20:00;AUTOV. M-30, 08NL00;08NL00;3;RETIRO;Colisión múltiple;Despejado;Turismo;Pasajero;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;443927;4473998;N;NULL
2024S000002;01/01/2024;2:45:00;CALL. PUERTO ALTO, 48;48;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;443249;4471571;S;NULL
2024S000002;01/01/2024;2:45:00;CALL. PUERTO ALTO, 48;48;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;443249;4471571;N;NULL
2024S000002;01/01/2024;2:45:00;CALL. PUERTO ALTO, 48;48;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;443249;4471571;N;NULL
2024S000002;01/01/2024;2:45:00;CALL. PUERTO ALTO, 48;48;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;443249;4471571;N;NULL
2024S000002;01/01/2024;2:45:00;CALL. PUERTO ALTO, 48;48;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;443249;4471571;N;NULL
2024S000004;01/01/2024;2:00:00;AVDA. DOCTOR GARCIA TAPIA, 64;64;14;MORATALAZ;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 18 a 20 años;Mujer;NULL;NULL;444513;4473729;N;NULL
2024S000004;01/01/2024;2:00:00;AVDA. DOCTOR GARCIA TAPIA, 64;64;14;MORATALAZ;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;NULL;NULL;444513;4473729;N;NULL
2024S000005;01/01/2024;2:45:00;AVDA. POBLADOS, 80;80;11;CARABANCHEL;Colisión frontal;Despejado;Turismo;Conductor;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;436809;4469484;S;NULL
2024S000005;01/01/2024;2:45:00;AVDA. POBLADOS, 80;80;11;CARABANCHEL;Colisión frontal;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;436809;4469484;N;NULL
2024S000005;01/01/2024;2:45:00;AVDA. POBLADOS, 80;80;11;CARABANCHEL;Colisión frontal;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;436809;4469484;N;NULL
2024S000010;01/01/2024;7:20:00;CALL. LUNA / CALL. CORREDERA BAJA DE SAN PABLO;1;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;440193;4474773;N;NULL
2024S000010;01/01/2024;7:20:00;CALL. LUNA / CALL. CORREDERA BAJA DE SAN PABLO;1;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;440193;4474773;N;NULL
2024S000012;01/01/2024;8:05:00;CALL. MARIA ODIAGA, 20;20;11;CARABANCHEL;Colisión lateral;NULL;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;437002;4470046;N;NULL
2024S000012;01/01/2024;8:05:00;CALL. MARIA ODIAGA, 20;20;11;CARABANCHEL;Colisión lateral;NULL;Turismo;Conductor;De 30 a 34 años;Mujer;NULL;NULL;437002;4470046;N;NULL
2024S000013;01/01/2024;7:35:00;CALL. CONDE DE PEÑALVER / CALL. PADILLA;64;4;SALAMANCA;Atropello a persona;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;442700;4475970;N;NULL
2024S000013;01/01/2024;7:35:00;CALL. CONDE DE PEÑALVER / CALL. PADILLA;64;4;SALAMANCA;Atropello a persona;Despejado;Turismo;Peatón;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442700;4475970;N;NULL
2024S000015;01/01/2024;7:35:00;PASEO. CASTELLANA, 33;33;7;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441549;4475931;N;NULL
2024S000015;01/01/2024;7:35:00;PASEO. CASTELLANA, 33;33;7;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;VMU eléctrico;Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;441549;4475931;S;NULL
2024S000018;01/01/2024;7:40:00;CALL. SANCHEZ PRECIADO, 41;41;9;MONCLOA-ARAVACA;Colisión múltiple;Nublado;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;439703;4479106;N;NULL
2024S000018;01/01/2024;7:40:00;CALL. SANCHEZ PRECIADO, 41;41;9;MONCLOA-ARAVACA;Colisión múltiple;Nublado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439703;4479106;N;NULL
2024S000018;01/01/2024;7:40:00;CALL. SANCHEZ PRECIADO, 41;41;9;MONCLOA-ARAVACA;Colisión múltiple;Nublado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439703;4479106;N;NULL
2024S000018;01/01/2024;7:40:00;CALL. SANCHEZ PRECIADO, 41;41;9;MONCLOA-ARAVACA;Colisión múltiple;Nublado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439703;4479106;N;NULL
2024S000022;01/01/2024;12:25:00;CALL. SERRANO, 203;203;5;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Motocicleta > 125cc;Conductor;De 30 a 34 años;Hombre;NULL;NULL;442268;4478258;N;NULL
2024S000022;01/01/2024;12:25:00;CALL. SERRANO, 203;203;5;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;442268;4478258;N;NULL
2024S000025;01/01/2024;15:45:00;CALL. GENERAL RICARDOS / CALL. PARRA;159;11;CARABANCHEL;Alcance;Despejado;Autobús;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;437822;4471073;N;NULL
2024S000025;01/01/2024;15:45:00;CALL. GENERAL RICARDOS / CALL. PARRA;159;11;CARABANCHEL;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;437822;4471073;N;NULL
2024S000027;01/01/2024;16:30:00;CALL. ALEJANDRO MORAN / CALL. GENERAL RICARDOS;2;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437732;4470986;N;NULL
2024S000027;01/01/2024;16:30:00;CALL. ALEJANDRO MORAN / CALL. GENERAL RICARDOS;2;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;437732;4470986;N;NULL
2024S000028;01/01/2024;16:30:00;CALL. AURORA IGLESIAS, 11;11;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;443496;4472305;S;NULL
2024S000029;01/01/2024;16:35:00;CMNO. VIEJO DE VICALVARO / AUTOV. M-40;7;19;VICÁLVARO;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447084;4472972;N;NULL
2024S000029;01/01/2024;16:35:00;CMNO. VIEJO DE VICALVARO / AUTOV. M-40;7;19;VICÁLVARO;Alcance;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;447084;4472972;N;NULL
2024S000032;01/01/2024;18:20:00;PASEO. DELICIAS / CALL. VIZCAYA;28;2;ARGANZUELA;Colisión fronto-lateral;Se desconoce;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441147;4472907;N;NULL
2024S000032;01/01/2024;18:20:00;PASEO. DELICIAS / CALL. VIZCAYA;28;2;ARGANZUELA;Colisión fronto-lateral;Se desconoce;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;441147;4472907;N;NULL
2024S000032;01/01/2024;18:20:00;PASEO. DELICIAS / CALL. VIZCAYA;28;2;ARGANZUELA;Colisión fronto-lateral;Se desconoce;Turismo;Pasajero;De 15 a 17 años;Mujer;14;Sin asistencia sanitaria;441147;4472907;N;NULL
2024S000032;01/01/2024;18:20:00;PASEO. DELICIAS / CALL. VIZCAYA;28;2;ARGANZUELA;Colisión fronto-lateral;Se desconoce;Turismo;Pasajero;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;441147;4472907;N;NULL
2024S000032;01/01/2024;18:20:00;PASEO. DELICIAS / CALL. VIZCAYA;28;2;ARGANZUELA;Colisión fronto-lateral;Se desconoce;Turismo;Pasajero;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;441147;4472907;N;NULL
2024S000032;01/01/2024;18:20:00;PASEO. DELICIAS / CALL. VIZCAYA;28;2;ARGANZUELA;Colisión fronto-lateral;Se desconoce;Turismo;Pasajero;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;441147;4472907;N;NULL
2024S000033;01/01/2024;15:15:00;CALL. ALMERIA, 8;8;4;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;443832;4475667;N;NULL
2024S000033;01/01/2024;15:15:00;CALL. ALMERIA, 8;8;4;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;443832;4475667;N;NULL
2024S000034;01/01/2024;19:30:00;CALL. ISAAC PERAL, 32;32;7;CHAMBERÍ;Colisión fronto-lateral;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439125;4476637;N;NULL
2024S000034;01/01/2024;19:30:00;CALL. ISAAC PERAL, 32;32;7;CHAMBERÍ;Colisión fronto-lateral;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439125;4476637;N;NULL
2024S000034;01/01/2024;19:30:00;CALL. ISAAC PERAL, 32;32;7;CHAMBERÍ;Colisión fronto-lateral;NULL;Turismo;Conductor;Más de 74 años;Mujer;NULL;NULL;439125;4476637;N;NULL
2024S000035;01/01/2024;19:22:00;CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA;2;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;448375;4472779;S;NULL
2024S000035;01/01/2024;19:22:00;CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA;2;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;448375;4472779;N;NULL
2024S000035;01/01/2024;19:22:00;CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA;2;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;448375;4472779;N;NULL
2024S000035;01/01/2024;19:22:00;CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA;2;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;448375;4472779;N;NULL
2024S000035;01/01/2024;19:22:00;CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA;2;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;448375;4472779;N;NULL
2024S000035;01/01/2024;19:22:00;CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA;2;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;448375;4472779;N;NULL
2024S000037;01/01/2024;20:00:00;CALL. LA CABRERA / CALL. CANDIDO MATEOS;2;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;439122;4480403;N;NULL
2024S000037;01/01/2024;20:00:00;CALL. LA CABRERA / CALL. CANDIDO MATEOS;2;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 65 a 69 años;Mujer;14;Sin asistencia sanitaria;439122;4480403;N;NULL
2024S000037;01/01/2024;20:00:00;CALL. LA CABRERA / CALL. CANDIDO MATEOS;2;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;VMU eléctrico;Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439122;4480403;N;NULL
2024S000038;01/01/2024;21:05:00;AVDA. PLANETARIO, 36;36;2;ARGANZUELA;Alcance;NULL;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;441697;4471196;N;NULL
2024S000038;01/01/2024;21:05:00;AVDA. PLANETARIO, 36;36;2;ARGANZUELA;Alcance;NULL;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441697;4471196;N;NULL
2024S000039;01/01/2024;22:05:00;AVDA. MENENDEZ PELAYO, 20;20;3;RETIRO;Colisión lateral;Despejado;Furgoneta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;442361;4473141;N;NULL
2024S000039;01/01/2024;22:05:00;AVDA. MENENDEZ PELAYO, 20;20;3;RETIRO;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;442361;4473141;N;NULL
2024S000041;01/01/2024;23:30:00;AVDA. LOS ROSALES / CALL. CORINDON;19;12;USERA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;NULL;NULL;441385;4468726;N;NULL
2024S000041;01/01/2024;23:30:00;AVDA. LOS ROSALES / CALL. CORINDON;19;12;USERA;Alcance;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;441385;4468726;N;NULL
2024S000042;01/01/2024;22:55:00;CALL. MENDEZ ALVARO, 16;16;2;ARGANZUELA;Atropello a persona;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;441302;4473060;N;NULL
2024S000042;01/01/2024;22:55:00;CALL. MENDEZ ALVARO, 16;16;2;ARGANZUELA;Atropello a persona;Despejado;Turismo;Peatón;De 21 a 24 años;Mujer;NULL;NULL;441302;4473060;N;NULL
2024S000044;01/01/2024;23:35:00;CALL. JOSE ORTEGA Y GASSET, 98;98;4;SALAMANCA;Choque contra obstáculo fijo;Despejado;NULL;Conductor;Desconocido;Desconocido;NULL;NULL;443065;4475662;N;NULL
2024S000044;01/01/2024;23:35:00;CALL. JOSE ORTEGA Y GASSET, 98;98;4;SALAMANCA;Choque contra obstáculo fijo;Despejado;Todo terreno;Conductor;De 45 a 49 años;Mujer;NULL;NULL;443065;4475662;N;NULL
2024S000045;02/01/2024;6:20:00;CALL. JOSE VASCONCELOS / CALL. MAURICIO LEGENDRE;2;5;CHAMARTÍN;Colisión lateral;Despejado;Camión rígido;Conductor;De 45 a 49 años;Hombre;NULL;NULL;441829;4480261;N;NULL
2024S000045;02/01/2024;6:20:00;CALL. JOSE VASCONCELOS / CALL. MAURICIO LEGENDRE;2;5;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;441829;4480261;N;NULL
2024S000053;02/01/2024;7:30:00;CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS;24;18;VILLA DE VALLECAS;Atropello a persona;Nublado;Camión rígido;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;445775;4469684;N;NULL
2024S000053;02/01/2024;7:30:00;CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS;24;18;VILLA DE VALLECAS;Atropello a persona;Nublado;Camión rígido;Pasajero;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;445775;4469684;N;NULL
2024S000053;02/01/2024;7:30:00;CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS;24;18;VILLA DE VALLECAS;Atropello a persona;Nublado;Camión rígido;Pasajero;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;445775;4469684;N;NULL
2024S000053;02/01/2024;7:30:00;CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS;24;18;VILLA DE VALLECAS;Atropello a persona;Nublado;Camión rígido;Peatón;De 50 a 54 años;Mujer;3;Ingreso superior a 24 horas;445775;4469684;N;NULL
2024S000054;01/01/2024;11:10:00;CALL. PAMPLONA, 15;15;6;TETUÁN;Colisión lateral;Despejado;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;440234;4478376;N;NULL
2024S000054;01/01/2024;11:10:00;CALL. PAMPLONA, 15;15;6;TETUÁN;Colisión lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;440234;4478376;N;NULL
2024S000055;02/01/2024;9:15:00;PASEO. IMPERIAL, 20;20;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Camión rígido;Conductor;De 65 a 69 años;Hombre;NULL;NULL;439147;4473245;N;NULL
2024S000055;02/01/2024;9:15:00;PASEO. IMPERIAL, 20;20;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;NULL;NULL;439147;4473245;N;NULL
2024S000056;02/01/2024;7:54:00;AEROP. TERMINAL T-4, LLEGADAS, LINEA DE TAXIS;0;21;BARAJAS;Atropello a persona;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;449849;4482596;N;NULL
2024S000056;02/01/2024;7:54:00;AEROP. TERMINAL T-4, LLEGADAS, LINEA DE TAXIS;0;21;BARAJAS;Atropello a persona;Despejado;Turismo;Peatón;De 60 a 64 años;Hombre;1;Atención en urgencias sin posterior ingreso;449849;4482596;N;NULL
2024S000057;02/01/2024;9:20:00;PASEO. EXTREMADURA, 302;302;10;LATINA;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 21 a 24 años;Mujer;2;Ingreso inferior o igual a 24 horas;435234;4472480;N;NULL
2024S000057;02/01/2024;9:20:00;PASEO. EXTREMADURA, 302;302;10;LATINA;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;435234;4472480;S;NULL
2024S000058;02/01/2024;9:45:00;GTA. LOZARES / AVDA. REAL DE PINTO;0;17;VILLAVERDE;Caída;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;2;Ingreso inferior o igual a 24 horas;439897;4465733;N;NULL
2024S000061;02/01/2024;9:07:00;AVDA. CARDENAL HERRERA ORIA / AUTOV. M-607;83;8;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440793;4482315;N;NULL
2024S000062;02/01/2024;11:20:00;AVDA. SUR DEL AEROPUERTO DE BARAJAS / CALL. TRESPADERNE;4;21;BARAJAS;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;450731;4478204;N;NULL
2024S000062;02/01/2024;11:20:00;AVDA. SUR DEL AEROPUERTO DE BARAJAS / CALL. TRESPADERNE;4;21;BARAJAS;Alcance;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;450731;4478204;N;NULL
2024S000064;02/01/2024;10:30:00;CALL. CLAUDIO COELLO, 55;55;4;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 65 a 69 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441788;4475430;N;NULL
2024S000064;02/01/2024;10:30:00;CALL. CLAUDIO COELLO, 55;55;4;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 70 a 74 años;Mujer;14;Sin asistencia sanitaria;441788;4475430;N;NULL
2024S000064;02/01/2024;10:30:00;CALL. CLAUDIO COELLO, 55;55;4;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;441788;4475430;N;NULL
2024S000065;02/01/2024;11:50:00;PASEO. VIRGEN DEL PUERTO, 4;4;1;CENTRO;Alcance;Despejado;Furgoneta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438800;4473956;N;NULL
2024S000065;02/01/2024;11:50:00;PASEO. VIRGEN DEL PUERTO, 4;4;1;CENTRO;Alcance;Despejado;Maquinaria de obras;Conductor;De 50 a 54 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;438800;4473956;N;NULL
2024S000065;02/01/2024;11:50:00;PASEO. VIRGEN DEL PUERTO, 4;4;1;CENTRO;Alcance;Despejado;Maquinaria de obras;Pasajero;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438800;4473956;N;NULL
2024S000066;02/01/2024;12:25:00;CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO;567;20;SAN BLAS-CANILLEJAS;Alcance;Nublado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;447696;4477204;N;NULL
2024S000066;02/01/2024;12:25:00;CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO;567;20;SAN BLAS-CANILLEJAS;Alcance;Nublado;Motocicleta hasta 125cc;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;447696;4477204;N;NULL
2024S000066;02/01/2024;12:25:00;CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO;567;20;SAN BLAS-CANILLEJAS;Alcance;Nublado;Todo terreno;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;447696;4477204;N;NULL
2024S000068;02/01/2024;13:30:00;CALL. CERRO DE LA ALCAZABA, 11;11;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;442997;4470675;N;NULL
2024S000068;02/01/2024;13:30:00;CALL. CERRO DE LA ALCAZABA, 11;11;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;Más de 74 años;Hombre;NULL;NULL;442997;4470675;N;NULL
2024S000070;01/01/2024;22:02:00;CALL. MARSELLA / CALL. ZURICH;29;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Otros vehículos sin motor;Conductor;De 21 a 24 años;Mujer;1;Atención en urgencias sin posterior ingreso;448270;4474626;N;NULL
2024S000070;01/01/2024;22:02:00;CALL. MARSELLA / CALL. ZURICH;29;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;448270;4474626;N;NULL
