num_expediente,fecha_hora,cod_distrito,distrito,same_as_wikidata_distrito,tipo_accidente,estado_meteorologico,tipo_vehiculo,tipo_persona,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga,num_participante
2023S040280,2024-01-04T14:09:00Z,16,Hortaleza,https://wikidata.org/entity/Q1928529,Colisión fronto-lateral,Lluvia débil,Motocicleta hasta 125cc,Conductor,2,Ingreso inferior o igual a 24 horas,40.48170647294613,-3.649939204312384,0,0,"1"
2023S040280,2024-01-04T14:09:00Z,16,Hortaleza,https://wikidata.org/entity/Q1928529,Colisión fronto-lateral,Lluvia débil,Turismo,Conductor,14,Sin asistencia sanitaria,40.48170647294613,-3.649939204312384,0,0,"2"
2023S040309,2024-02-15T14:05:00Z,1,Centro,https://wikidata.org/entity/Q1763376,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,7,Asistencia sanitaria sólo en el lugar del accidente,40.42500925285452,-3.705859622020892,0,0,"1"
2023S040309,2024-02-15T14:05:00Z,1,Centro,https://wikidata.org/entity/Q1763376,Colisión fronto-lateral,Lluvia débil,Motocicleta hasta 125cc,Conductor,14,Sin asistencia sanitaria,40.42500925285452,-3.705859622020892,0,0,"2"
2023S040310,2024-02-18T10:40:00Z,7,Chamberí,https://wikidata.org/entity/Q1763370,Colisión lateral,Despejado,Turismo,Conductor,77,Se desconoce,40.4299739165587,-3.705746478211553,0,0,"1"
2023S040310,2024-02-18T10:40:00Z,7,Chamberí,https://wikidata.org/entity/Q1763370,Colisión lateral,Despejado,Turismo,Conductor,77,Se desconoce,40.4299739165587,-3.705746478211553,0,0,"2"
2023S040312,2024-02-25T17:20:00Z,6,Tetuán,https://wikidata.org/entity/Q1773540,Colisión lateral,Despejado,Camión rígido,Conductor,14,Sin asistencia sanitaria,40.46948080840106,-3.699412480357652,0,0,"1"
2023S040312,2024-02-25T17:20:00Z,6,Tetuán,https://wikidata.org/entity/Q1773540,Colisión lateral,Despejado,Maquinaria de obras,Conductor,14,Sin asistencia sanitaria,40.46948080840106,-3.699412480357652,0,0,"2"
2023S040316,2024-03-07T14:25:00Z,10,Latina,https://wikidata.org/entity/Q794954,Alcance,Lluvia débil,Furgoneta,Conductor,77,Se desconoce,40.36421575748803,-3.7775406608504567,0,0,"1"
2023S040316,2024-03-07T14:25:00Z,10,Latina,https://wikidata.org/entity/Q794954,Alcance,Lluvia débil,Turismo,Conductor,77,Se desconoce,40.36421575748803,-3.7775406608504567,0,0,"2"
2023S040319,2024-03-27T08:10:00Z,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Choque contra obstáculo fijo,Se desconoce,Turismo,Conductor,77,Se desconoce,40.45234005291916,-3.7422208203519767,0,0,"1"
2024S000001,2024-01-01T01:20:00Z,3,Retiro,https://wikidata.org/entity/Q2002296,Colisión múltiple,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.41471631232449,-3.660915787195241,0,0,"1"
2024S000001,2024-01-01T01:20:00Z,3,Retiro,https://wikidata.org/entity/Q2002296,Colisión múltiple,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.41471631232449,-3.660915787195241,0,0,"2"
2024S000001,2024-01-01T01:20:00Z,3,Retiro,https://wikidata.org/entity/Q2002296,Colisión múltiple,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.41471631232449,-3.660915787195241,0,0,"3"
2024S000001,2024-01-01T01:20:00Z,3,Retiro,https://wikidata.org/entity/Q2002296,Colisión múltiple,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.41471631232449,-3.660915787195241,0,0,"4"
2024S000001,2024-01-01T01:20:00Z,3,Retiro,https://wikidata.org/entity/Q2002296,Colisión múltiple,Despejado,Turismo,Pasajero,1,Atención en urgencias sin posterior ingreso,40.41471631232449,-3.660915787195241,0,0,"5"
2024S000001,2024-01-01T01:20:00Z,3,Retiro,https://wikidata.org/entity/Q2002296,Colisión múltiple,Despejado,Turismo,Pasajero,14,Sin asistencia sanitaria,40.41471631232449,-3.660915787195241,0,0,"6"
2024S000001,2024-01-01T01:20:00Z,3,Retiro,https://wikidata.org/entity/Q2002296,Colisión múltiple,Despejado,Turismo,Pasajero,14,Sin asistencia sanitaria,40.41471631232449,-3.660915787195241,0,0,"7"
2024S000001,2024-01-01T01:20:00Z,3,Retiro,https://wikidata.org/entity/Q2002296,Colisión múltiple,Despejado,Turismo,Pasajero,14,Sin asistencia sanitaria,40.41471631232449,-3.660915787195241,0,0,"8"
2024S000001,2024-01-01T01:20:00Z,3,Retiro,https://wikidata.org/entity/Q2002296,Colisión múltiple,Despejado,Turismo,Pasajero,14,Sin asistencia sanitaria,40.41471631232449,-3.660915787195241,0,0,"9"
2024S000002,2024-01-01T02:45:00Z,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,77,Se desconoce,40.392806588493734,-3.668690264610782,1,0,"1"
2024S000002,2024-01-01T02:45:00Z,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,77,Se desconoce,40.392806588493734,-3.668690264610782,0,0,"2"
2024S000002,2024-01-01T02:45:00Z,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,77,Se desconoce,40.392806588493734,-3.668690264610782,0,0,"3"
2024S000002,2024-01-01T02:45:00Z,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,77,Se desconoce,40.392806588493734,-3.668690264610782,0,0,"4"
2024S000002,2024-01-01T02:45:00Z,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Choque contra obstáculo fijo,Despejado,Turismo,Pasajero,14,Sin asistencia sanitaria,40.392806588493734,-3.668690264610782,0,0,"5"
2024S000004,2024-01-01T02:00:00Z,14,Moratalaz,https://wikidata.org/entity/Q2076109,Colisión fronto-lateral,Despejado,Turismo,Conductor,77,Se desconoce,40.41233228142595,-3.653985746683337,0,0,"1"
2024S000004,2024-01-01T02:00:00Z,14,Moratalaz,https://wikidata.org/entity/Q2076109,Colisión fronto-lateral,Despejado,Turismo,Conductor,77,Se desconoce,40.41233228142595,-3.653985746683337,0,0,"2"
2024S000005,2024-01-01T02:45:00Z,11,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión frontal,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.37354228818007,-3.7443592734019773,1,0,"1"
2024S000005,2024-01-01T02:45:00Z,11,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión frontal,Despejado,Turismo,Conductor,77,Se desconoce,40.37354228818007,-3.7443592734019773,0,0,"2"
2024S000005,2024-01-01T02:45:00Z,11,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión frontal,Despejado,Turismo,Conductor,77,Se desconoce,40.37354228818007,-3.7443592734019773,0,0,"3"
2024S000010,2024-01-01T07:20:00Z,1,Centro,https://wikidata.org/entity/Q1763376,Colisión fronto-lateral,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.4214379296884,-3.704997147435281,0,0,"1"
2024S000010,2024-01-01T07:20:00Z,1,Centro,https://wikidata.org/entity/Q1763376,Colisión fronto-lateral,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.4214379296884,-3.704997147435281,0,0,"2"
2024S000012,2024-01-01T08:05:00Z,11,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión lateral,Se desconoce,Turismo,Conductor,77,Se desconoce,40.37861965175172,-3.742141555156781,0,0,"1"
2024S000012,2024-01-01T08:05:00Z,11,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión lateral,Se desconoce,Turismo,Conductor,77,Se desconoce,40.37861965175172,-3.742141555156781,0,0,"2"
2024S000013,2024-01-01T07:35:00Z,4,Salamanca,https://wikidata.org/entity/Q1773521,Atropello a persona,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.432397531719204,-3.6755548311335065,0,0,"1"
2024S000013,2024-01-01T07:35:00Z,4,Salamanca,https://wikidata.org/entity/Q1773521,Atropello a persona,Despejado,Turismo,Peatón,7,Asistencia sanitaria sólo en el lugar del accidente,40.432397531719204,-3.6755548311335065,0,0,"2"
2024S000015,2024-01-01T07:35:00Z,7,Chamberí,https://wikidata.org/entity/Q1763370,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.431966112889924,-3.689120368266914,0,0,"1"
2024S000015,2024-01-01T07:35:00Z,7,Chamberí,https://wikidata.org/entity/Q1763370,Choque contra obstáculo fijo,Despejado,VMU eléctrico,Conductor,14,Sin asistencia sanitaria,40.431966112889924,-3.689120368266914,1,0,"2"
2024S000018,2024-01-01T07:40:00Z,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Colisión múltiple,Nublado,Furgoneta,Conductor,77,Se desconoce,40.46043604713827,-3.71118402209618,0,0,"1"
2024S000018,2024-01-01T07:40:00Z,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Colisión múltiple,Nublado,Turismo,Conductor,77,Se desconoce,40.46043604713827,-3.71118402209618,0,0,"2"
2024S000018,2024-01-01T07:40:00Z,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Colisión múltiple,Nublado,Turismo,Conductor,77,Se desconoce,40.46043604713827,-3.71118402209618,0,0,"3"
2024S000018,2024-01-01T07:40:00Z,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Colisión múltiple,Nublado,Turismo,Conductor,77,Se desconoce,40.46043604713827,-3.71118402209618,0,0,"4"
2024S000022,2024-01-01T12:25:00Z,5,Chamartín,https://wikidata.org/entity/Q1766348,Choque contra obstáculo fijo,Despejado,Motocicleta hasta 125cc,Conductor,77,Se desconoce,40.452979048691994,-3.6808556115030178,0,0,"1"
2024S000022,2024-01-01T12:25:00Z,5,Chamartín,https://wikidata.org/entity/Q1766348,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,77,Se desconoce,40.452979048691994,-3.6808556115030178,0,0,"2"
2024S000025,2024-01-01T15:45:00Z,11,Carabanchel,https://wikidata.org/entity/Q1001991,Alcance,Despejado,Autobús,Conductor,14,Sin asistencia sanitaria,40.38793293299994,-3.732582603182565,0,0,"1"
2024S000025,2024-01-01T15:45:00Z,11,Carabanchel,https://wikidata.org/entity/Q1001991,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,14,Sin asistencia sanitaria,40.38793293299994,-3.732582603182565,0,0,"2"
2024S000027,2024-01-01T16:30:00Z,11,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,7,Asistencia sanitaria sólo en el lugar del accidente,40.38714247495533,-3.7336343987219016,0,0,"1"
2024S000027,2024-01-01T16:30:00Z,11,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión fronto-lateral,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.38714247495533,-3.7336343987219016,0,0,"2"
2024S000028,2024-01-01T16:30:00Z,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,77,Se desconoce,40.39943567513166,-3.665845214271342,1,0,"1"
2024S000029,2024-01-01T16:35:00Z,19,Vicálvaro,https://wikidata.org/entity/Q589403,Alcance,Despejado,Turismo,Conductor,7,Asistencia sanitaria sólo en el lugar del accidente,40.4056801698873,-3.623621993968614,0,0,"1"
2024S000029,2024-01-01T16:35:00Z,19,Vicálvaro,https://wikidata.org/entity/Q589403,Alcance,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.4056801698873,-3.623621993968614,0,0,"2"
2024S000032,2024-01-01T18:20:00Z,2,Arganzuela,https://wikidata.org/entity/Q2000929,Colisión fronto-lateral,Se desconoce,Turismo,Conductor,14,Sin asistencia sanitaria,40.404696098583074,-3.6935796902325775,0,0,"1"
2024S000032,2024-01-01T18:20:00Z,2,Arganzuela,https://wikidata.org/entity/Q2000929,Colisión fronto-lateral,Se desconoce,Turismo,Conductor,14,Sin asistencia sanitaria,40.404696098583074,-3.6935796902325775,0,0,"2"
2024S000032,2024-01-01T18:20:00Z,2,Arganzuela,https://wikidata.org/entity/Q2000929,Colisión fronto-lateral,Se desconoce,Turismo,Pasajero,14,Sin asistencia sanitaria,40.404696098583074,-3.6935796902325775,0,0,"3"
2024S000032,2024-01-01T18:20:00Z,2,Arganzuela,https://wikidata.org/entity/Q2000929,Colisión fronto-lateral,Se desconoce,Turismo,Pasajero,14,Sin asistencia sanitaria,40.404696098583074,-3.6935796902325775,0,0,"4"
2024S000032,2024-01-01T18:20:00Z,2,Arganzuela,https://wikidata.org/entity/Q2000929,Colisión fronto-lateral,Se desconoce,Turismo,Pasajero,14,Sin asistencia sanitaria,40.404696098583074,-3.6935796902325775,0,0,"5"
2024S000032,2024-01-01T18:20:00Z,2,Arganzuela,https://wikidata.org/entity/Q2000929,Colisión fronto-lateral,Se desconoce,Turismo,Pasajero,14,Sin asistencia sanitaria,40.404696098583074,-3.6935796902325775,0,0,"6"
2024S000033,2024-01-01T15:15:00Z,4,Salamanca,https://wikidata.org/entity/Q1773521,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,77,Se desconoce,40.4297451611166,-3.6621828706649504,0,0,"1"
2024S000033,2024-01-01T15:15:00Z,4,Salamanca,https://wikidata.org/entity/Q1773521,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,77,Se desconoce,40.4297451611166,-3.6621828706649504,0,0,"2"
2024S000034,2024-01-01T19:30:00Z,7,Chamberí,https://wikidata.org/entity/Q1763370,Colisión fronto-lateral,Se desconoce,Turismo,Conductor,77,Se desconoce,40.438152182526906,-3.7177641695399246,0,0,"1"
2024S000034,2024-01-01T19:30:00Z,7,Chamberí,https://wikidata.org/entity/Q1763370,Colisión fronto-lateral,Se desconoce,Turismo,Conductor,77,Se desconoce,40.438152182526906,-3.7177641695399246,0,0,"2"
2024S000034,2024-01-01T19:30:00Z,7,Chamberí,https://wikidata.org/entity/Q1763370,Colisión fronto-lateral,Se desconoce,Turismo,Conductor,77,Se desconoce,40.438152182526906,-3.7177641695399246,0,0,"3"
2024S000035,2024-01-01T19:22:00Z,19,Vicálvaro,https://wikidata.org/entity/Q589403,Colisión fronto-lateral,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.40402255277875,-3.6083925586506216,1,0,"1"
2024S000035,2024-01-01T19:22:00Z,19,Vicálvaro,https://wikidata.org/entity/Q589403,Colisión fronto-lateral,Despejado,Turismo,Conductor,77,Se desconoce,40.40402255277875,-3.6083925586506216,0,0,"2"
2024S000035,2024-01-01T19:22:00Z,19,Vicálvaro,https://wikidata.org/entity/Q589403,Colisión fronto-lateral,Despejado,Turismo,Conductor,77,Se desconoce,40.40402255277875,-3.6083925586506216,0,0,"3"
2024S000035,2024-01-01T19:22:00Z,19,Vicálvaro,https://wikidata.org/entity/Q589403,Colisión fronto-lateral,Despejado,Turismo,Conductor,77,Se desconoce,40.40402255277875,-3.6083925586506216,0,0,"4"
2024S000035,2024-01-01T19:22:00Z,19,Vicálvaro,https://wikidata.org/entity/Q589403,Colisión fronto-lateral,Despejado,Turismo,Conductor,77,Se desconoce,40.40402255277875,-3.6083925586506216,0,0,"5"
2024S000035,2024-01-01T19:22:00Z,19,Vicálvaro,https://wikidata.org/entity/Q589403,Colisión fronto-lateral,Despejado,Turismo,Conductor,77,Se desconoce,40.40402255277875,-3.6083925586506216,0,0,"6"
2024S000037,2024-01-01T20:00:00Z,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.47207753468663,-3.7181606649469034,0,0,"1"
2024S000037,2024-01-01T20:00:00Z,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,Turismo,Pasajero,14,Sin asistencia sanitaria,40.47207753468663,-3.7181606649469034,0,0,"2"
2024S000037,2024-01-01T20:00:00Z,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Colisión fronto-lateral,Despejado,VMU eléctrico,Conductor,7,Asistencia sanitaria sólo en el lugar del accidente,40.47207753468663,-3.7181606649469034,0,0,"3"
2024S000038,2024-01-01T21:05:00Z,2,Arganzuela,https://wikidata.org/entity/Q2000929,Alcance,Se desconoce,Furgoneta,Conductor,77,Se desconoce,40.38932119366536,-3.68694173801251,0,0,"1"
2024S000038,2024-01-01T21:05:00Z,2,Arganzuela,https://wikidata.org/entity/Q2000929,Alcance,Se desconoce,Turismo,Conductor,14,Sin asistencia sanitaria,40.38932119366536,-3.68694173801251,0,0,"2"
2024S000039,2024-01-01T22:05:00Z,3,Retiro,https://wikidata.org/entity/Q2002296,Colisión lateral,Despejado,Furgoneta,Conductor,14,Sin asistencia sanitaria,40.40688902594583,-3.679294916171621,0,0,"1"
2024S000039,2024-01-01T22:05:00Z,3,Retiro,https://wikidata.org/entity/Q2002296,Colisión lateral,Despejado,Motocicleta hasta 125cc,Conductor,2,Ingreso inferior o igual a 24 horas,40.40688902594583,-3.679294916171621,0,0,"2"
2024S000041,2024-01-01T23:30:00Z,12,Usera,https://wikidata.org/entity/Q953368,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,77,Se desconoce,40.367048163098644,-3.6903903844932286,0,0,"1"
2024S000041,2024-01-01T23:30:00Z,12,Usera,https://wikidata.org/entity/Q953368,Alcance,Despejado,Turismo,Conductor,77,Se desconoce,40.367048163098644,-3.6903903844932286,0,0,"2"
2024S000042,2024-01-01T22:55:00Z,2,Arganzuela,https://wikidata.org/entity/Q2000929,Atropello a persona,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.40608534310917,-3.6917672601105314,0,0,"1"
2024S000042,2024-01-01T22:55:00Z,2,Arganzuela,https://wikidata.org/entity/Q2000929,Atropello a persona,Despejado,Turismo,Peatón,77,Se desconoce,40.40608534310917,-3.6917672601105314,0,0,"2"
2024S000044,2024-01-01T23:35:00Z,4,Salamanca,https://wikidata.org/entity/Q1773521,Choque contra obstáculo fijo,Despejado,Sin especificar,Conductor,77,Se desconoce,40.42964797522276,-3.671224251365229,0,0,"1"
2024S000044,2024-01-01T23:35:00Z,4,Salamanca,https://wikidata.org/entity/Q1773521,Choque contra obstáculo fijo,Despejado,Todo terreno,Conductor,77,Se desconoce,40.42964797522276,-3.671224251365229,0,0,"2"
2024S000045,2024-01-02T06:20:00Z,5,Chamartín,https://wikidata.org/entity/Q1766348,Colisión lateral,Despejado,Camión rígido,Conductor,77,Se desconoce,40.47099233379477,-3.6862161487532736,0,0,"1"
2024S000045,2024-01-02T06:20:00Z,5,Chamartín,https://wikidata.org/entity/Q1766348,Colisión lateral,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.47099233379477,-3.6862161487532736,0,0,"2"
2024S000053,2024-01-02T07:30:00Z,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Atropello a persona,Nublado,Camión rígido,Conductor,14,Sin asistencia sanitaria,40.37597556123495,-3.6387679000025273,0,0,"1"
2024S000053,2024-01-02T07:30:00Z,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Atropello a persona,Nublado,Camión rígido,Pasajero,14,Sin asistencia sanitaria,40.37597556123495,-3.6387679000025273,0,0,"2"
2024S000053,2024-01-02T07:30:00Z,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Atropello a persona,Nublado,Camión rígido,Pasajero,14,Sin asistencia sanitaria,40.37597556123495,-3.6387679000025273,0,0,"3"
2024S000053,2024-01-02T07:30:00Z,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Atropello a persona,Nublado,Camión rígido,Peatón,3,Ingreso superior a 24 horas,40.37597556123495,-3.6387679000025273,0,0,"4"
2024S000054,2024-01-01T11:10:00Z,6,Tetuán,https://wikidata.org/entity/Q1773540,Colisión lateral,Despejado,Furgoneta,Conductor,77,Se desconoce,40.453898272863256,-3.7048527679901357,0,0,"1"
2024S000054,2024-01-01T11:10:00Z,6,Tetuán,https://wikidata.org/entity/Q1773540,Colisión lateral,Despejado,Turismo,Conductor,77,Se desconoce,40.453898272863256,-3.7048527679901357,0,0,"2"
2024S000055,2024-01-02T09:15:00Z,2,Arganzuela,https://wikidata.org/entity/Q2000929,Colisión fronto-lateral,Despejado,Camión rígido,Conductor,77,Se desconoce,40.40759718108871,-3.7171801875149018,0,0,"1"
2024S000055,2024-01-02T09:15:00Z,2,Arganzuela,https://wikidata.org/entity/Q2000929,Colisión fronto-lateral,Despejado,Turismo,Conductor,77,Se desconoce,40.40759718108871,-3.7171801875149018,0,0,"2"
2024S000056,2024-01-02T07:54:00Z,21,Barajas,https://wikidata.org/entity/Q807230,Atropello a persona,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.492550285188116,-3.591797822508016,0,0,"1"
2024S000056,2024-01-02T07:54:00Z,21,Barajas,https://wikidata.org/entity/Q807230,Atropello a persona,Despejado,Turismo,Peatón,1,Atención en urgencias sin posterior ingreso,40.492550285188116,-3.591797822508016,0,0,"2"
2024S000057,2024-01-02T09:20:00Z,10,Latina,https://wikidata.org/entity/Q794954,Colisión fronto-lateral,Nublado,Turismo,Conductor,2,Ingreso inferior o igual a 24 horas,40.40041055278219,-3.7632150615805364,0,0,"1"
2024S000057,2024-01-02T09:20:00Z,10,Latina,https://wikidata.org/entity/Q794954,Colisión fronto-lateral,Nublado,Turismo,Conductor,14,Sin asistencia sanitaria,40.40041055278219,-3.7632150615805364,1,0,"2"
2024S000058,2024-01-02T09:45:00Z,17,Villaverde,https://wikidata.org/entity/Q919536,Caída,Despejado,Bicicleta,Conductor,2,Ingreso inferior o igual a 24 horas,40.33997958879721,-3.7076334688776242,0,0,"1"
2024S000061,2024-01-02T09:07:00Z,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Choque contra obstáculo fijo,Se desconoce,Turismo,Conductor,77,Se desconoce,40.489422351813566,-3.6986282982312697,0,0,"1"
2024S000062,2024-01-02T11:20:00Z,21,Barajas,https://wikidata.org/entity/Q807230,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,7,Asistencia sanitaria sólo en el lugar del accidente,40.453037338011896,-3.5810493052341754,0,0,"1"
2024S000062,2024-01-02T11:20:00Z,21,Barajas,https://wikidata.org/entity/Q807230,Alcance,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.453037338011896,-3.5810493052341754,0,0,"2"
2024S000064,2024-01-02T10:30:00Z,4,Salamanca,https://wikidata.org/entity/Q1773521,Colisión fronto-lateral,Despejado,Motocicleta hasta 125cc,Conductor,6,Asistencia sanitaria inmediata en centro de salud o mutua,40.42746962303912,-3.6862569403367504,0,0,"1"
2024S000064,2024-01-02T10:30:00Z,4,Salamanca,https://wikidata.org/entity/Q1773521,Colisión fronto-lateral,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.42746962303912,-3.6862569403367504,0,0,"2"
2024S000064,2024-01-02T10:30:00Z,4,Salamanca,https://wikidata.org/entity/Q1773521,Colisión fronto-lateral,Despejado,Turismo,Conductor,77,Se desconoce,40.42746962303912,-3.6862569403367504,0,0,"3"
2024S000065,2024-01-02T11:50:00Z,1,Centro,https://wikidata.org/entity/Q1763376,Alcance,Despejado,Furgoneta,Conductor,7,Asistencia sanitaria sólo en el lugar del accidente,40.413976749160426,-3.7213378203808447,0,0,"1"
2024S000065,2024-01-02T11:50:00Z,1,Centro,https://wikidata.org/entity/Q1763376,Alcance,Despejado,Maquinaria de obras,Conductor,6,Asistencia sanitaria inmediata en centro de salud o mutua,40.413976749160426,-3.7213378203808447,0,0,"2"
2024S000065,2024-01-02T11:50:00Z,1,Centro,https://wikidata.org/entity/Q1763376,Alcance,Despejado,Maquinaria de obras,Pasajero,7,Asistencia sanitaria sólo en el lugar del accidente,40.413976749160426,-3.7213378203808447,0,0,"3"
2024S000066,2024-01-02T12:25:00Z,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Alcance,Nublado,Motocicleta hasta 125cc,Conductor,2,Ingreso inferior o igual a 24 horas,40.44384331009505,-3.6167580219528914,0,0,"1"
2024S000066,2024-01-02T12:25:00Z,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Alcance,Nublado,Motocicleta hasta 125cc,Conductor,2,Ingreso inferior o igual a 24 horas,40.44384331009505,-3.6167580219528914,0,0,"2"
2024S000066,2024-01-02T12:25:00Z,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Alcance,Nublado,Todo terreno,Conductor,14,Sin asistencia sanitaria,40.44384331009505,-3.6167580219528914,0,0,"3"
2024S000068,2024-01-02T13:30:00Z,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Colisión lateral,Despejado,Turismo,Conductor,77,Se desconoce,40.38471769656725,-3.6715791748095117,0,0,"1"
2024S000068,2024-01-02T13:30:00Z,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Colisión lateral,Despejado,Turismo,Conductor,77,Se desconoce,40.38471769656725,-3.6715791748095117,0,0,"2"
2024S000070,2024-01-01T22:02:00Z,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Colisión fronto-lateral,Despejado,Otros vehículos sin motor,Conductor,1,Atención en urgencias sin posterior ingreso,40.42065500833754,-3.6097800765887147,0,0,"1"
2024S000070,2024-01-01T22:02:00Z,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Colisión fronto-lateral,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.42065500833754,-3.6097800765887147,0,0,"2"
2024S000071,2024-01-02T16:15:00Z,11,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión lateral,Se desconoce,Turismo,Conductor,77,Se desconoce,40.379433617615675,-3.748641504956474,0,0,"1"
2024S000071,2024-01-02T16:15:00Z,11,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión lateral,Se desconoce,Turismo,Conductor,77,Se desconoce,40.379433617615675,-3.748641504956474,0,0,"2"
2024S000075,2024-01-02T17:30:00Z,10,Latina,https://wikidata.org/entity/Q794954,Caída,Lluvia débil,Motocicleta hasta 125cc,Conductor,2,Ingreso inferior o igual a 24 horas,40.403435969515265,-3.7299812627414974,0,0,"1"
2024S000076,2024-01-02T17:50:00Z,11,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión fronto-lateral,Lluvia débil,Autobús articulado,Conductor,14,Sin asistencia sanitaria,40.39229107767349,-3.725795876174161,0,0,"1"
2024S000076,2024-01-02T17:50:00Z,11,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión fronto-lateral,Lluvia débil,Turismo,Conductor,14,Sin asistencia sanitaria,40.39229107767349,-3.725795876174161,0,0,"2"
2024S000076,2024-01-02T17:50:00Z,11,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión fronto-lateral,Lluvia débil,Turismo,Conductor,14,Sin asistencia sanitaria,40.39229107767349,-3.725795876174161,0,0,"3"
2024S000076,2024-01-02T17:50:00Z,11,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión fronto-lateral,Lluvia débil,Turismo,Conductor,77,Se desconoce,40.39229107767349,-3.725795876174161,0,0,"4"
2024S000079,2024-01-02T19:00:00Z,16,Hortaleza,https://wikidata.org/entity/Q1928529,Alcance,Despejado,Turismo,Conductor,7,Asistencia sanitaria sólo en el lugar del accidente,40.46873773283382,-3.631306135197249,0,0,"1"
2024S000079,2024-01-02T19:00:00Z,16,Hortaleza,https://wikidata.org/entity/Q1928529,Alcance,Despejado,Turismo,Conductor,14,Sin asistencia sanitaria,40.46873773283382,-3.631306135197249,0,0,"2"
