MAGNITUD,SAME_AS_WIKIDATA_type_of_chemical_entity,PUNTO_MUESTREO,ID_TIEMPO,MEDIDA
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2023-01-27,7
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2023-01-27,6
NOx,https://wikidata.org/entity/Q20962970,28079060,2023-01-27,22
ozone,https://wikidata.org/entity/Q36933,28079060,2023-01-27,49
sulfur dioxide,https://wikidata.org/entity/Q5282,28079004,2023-01-28,2
carbon monoxide,https://wikidata.org/entity/Q2025,28079004,2023-01-28,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079004,2023-01-28,7
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079004,2023-01-28,31
NOx,https://wikidata.org/entity/Q20962970,28079004,2023-01-28,42
sulfur dioxide,https://wikidata.org/entity/Q5282,28079008,2023-01-28,2
carbon monoxide,https://wikidata.org/entity/Q2025,28079008,2023-01-28,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079008,2023-01-28,5
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079008,2023-01-28,31
PM 2.5,https://wikidata.org/entity/Q48035814,28079008,2023-01-28,6
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079008,2023-01-28,8
NOx,https://wikidata.org/entity/Q20962970,28079008,2023-01-28,38
ozone,https://wikidata.org/entity/Q36933,28079008,2023-01-28,48
batra,https://wikidata.org/entity/Q411087,28079008,2023-01-28,1
nitric oxide,https://wikidata.org/entity/Q207843,28079011,2023-01-28,14
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079011,2023-01-28,45
NOx,https://wikidata.org/entity/Q20962970,28079011,2023-01-28,68
batra,https://wikidata.org/entity/Q411087,28079011,2023-01-28,2.8
nitric oxide,https://wikidata.org/entity/Q207843,28079016,2023-01-28,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079016,2023-01-28,21
NOx,https://wikidata.org/entity/Q20962970,28079016,2023-01-28,25
ozone,https://wikidata.org/entity/Q36933,28079016,2023-01-28,54
nitric oxide,https://wikidata.org/entity/Q207843,28079017,2023-01-28,10
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079017,2023-01-28,34
NOx,https://wikidata.org/entity/Q20962970,28079017,2023-01-28,50
ozone,https://wikidata.org/entity/Q36933,28079017,2023-01-28,45
nitric oxide,https://wikidata.org/entity/Q207843,28079018,2023-01-28,6
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079018,2023-01-28,27
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079018,2023-01-28,9
NOx,https://wikidata.org/entity/Q20962970,28079018,2023-01-28,37
ozone,https://wikidata.org/entity/Q36933,28079018,2023-01-28,49
batra,https://wikidata.org/entity/Q411087,28079018,2023-01-28,1
nitric oxide,https://wikidata.org/entity/Q207843,28079024,2023-01-28,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079024,2023-01-28,11
PM 2.5,https://wikidata.org/entity/Q48035814,28079024,2023-01-28,3
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079024,2023-01-28,7
NOx,https://wikidata.org/entity/Q20962970,28079024,2023-01-28,15
ozone,https://wikidata.org/entity/Q36933,28079024,2023-01-28,58
batra,https://wikidata.org/entity/Q411087,28079024,2023-01-28,0.6
nitric oxide,https://wikidata.org/entity/Q207843,28079027,2023-01-28,8
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079027,2023-01-28,32
NOx,https://wikidata.org/entity/Q20962970,28079027,2023-01-28,44
ozone,https://wikidata.org/entity/Q36933,28079027,2023-01-28,46
sulfur dioxide,https://wikidata.org/entity/Q5282,28079035,2023-01-28,10
carbon monoxide,https://wikidata.org/entity/Q2025,28079035,2023-01-28,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079035,2023-01-28,5
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079035,2023-01-28,35
NOx,https://wikidata.org/entity/Q20962970,28079035,2023-01-28,43
ozone,https://wikidata.org/entity/Q36933,28079035,2023-01-28,38
sulfur dioxide,https://wikidata.org/entity/Q5282,28079036,2023-01-28,3
nitric oxide,https://wikidata.org/entity/Q207843,28079036,2023-01-28,4
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079036,2023-01-28,20
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079036,2023-01-28,5
NOx,https://wikidata.org/entity/Q20962970,28079036,2023-01-28,26
nitric oxide,https://wikidata.org/entity/Q207843,28079038,2023-01-28,4
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079038,2023-01-28,38
PM 2.5,https://wikidata.org/entity/Q48035814,28079038,2023-01-28,3
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079038,2023-01-28,6
NOx,https://wikidata.org/entity/Q20962970,28079038,2023-01-28,44
batra,https://wikidata.org/entity/Q411087,28079038,2023-01-28,1.4
nitric oxide,https://wikidata.org/entity/Q207843,28079039,2023-01-28,6
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079039,2023-01-28,25
NOx,https://wikidata.org/entity/Q20962970,28079039,2023-01-28,34
ozone,https://wikidata.org/entity/Q36933,28079039,2023-01-28,56
nitric oxide,https://wikidata.org/entity/Q207843,28079040,2023-01-28,4
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079040,2023-01-28,22
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079040,2023-01-28,5
NOx,https://wikidata.org/entity/Q20962970,28079040,2023-01-28,28
nitric oxide,https://wikidata.org/entity/Q207843,28079047,2023-01-28,7
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079047,2023-01-28,29
PM 2.5,https://wikidata.org/entity/Q48035814,28079047,2023-01-28,5
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079047,2023-01-28,8
NOx,https://wikidata.org/entity/Q20962970,28079047,2023-01-28,40
nitric oxide,https://wikidata.org/entity/Q207843,28079048,2023-01-28,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079048,2023-01-28,21
PM 2.5,https://wikidata.org/entity/Q48035814,28079048,2023-01-28,3
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079048,2023-01-28,6
NOx,https://wikidata.org/entity/Q20962970,28079048,2023-01-28,25
nitric oxide,https://wikidata.org/entity/Q207843,28079049,2023-01-28,2
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079049,2023-01-28,20
NOx,https://wikidata.org/entity/Q20962970,28079049,2023-01-28,23
ozone,https://wikidata.org/entity/Q36933,28079049,2023-01-28,50
nitric oxide,https://wikidata.org/entity/Q207843,28079050,2023-01-28,8
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079050,2023-01-28,21
PM 2.5,https://wikidata.org/entity/Q48035814,28079050,2023-01-28,2
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079050,2023-01-28,7
NOx,https://wikidata.org/entity/Q20962970,28079050,2023-01-28,33
nitric oxide,https://wikidata.org/entity/Q207843,28079054,2023-01-28,8
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079054,2023-01-28,27
NOx,https://wikidata.org/entity/Q20962970,28079054,2023-01-28,38
ozone,https://wikidata.org/entity/Q36933,28079054,2023-01-28,48
nitric oxide,https://wikidata.org/entity/Q207843,28079055,2023-01-28,7
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079055,2023-01-28,32
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079055,2023-01-28,10
NOx,https://wikidata.org/entity/Q20962970,28079055,2023-01-28,43
batra,https://wikidata.org/entity/Q411087,28079055,2023-01-28,0.4
carbon monoxide,https://wikidata.org/entity/Q2025,28079056,2023-01-28,300.0
nitric oxide,https://wikidata.org/entity/Q207843,28079056,2023-01-28,22
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079056,2023-01-28,45
PM 2.5,https://wikidata.org/entity/Q48035814,28079056,2023-01-28,6
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079056,2023-01-28,13
NOx,https://wikidata.org/entity/Q20962970,28079056,2023-01-28,79
nitric oxide,https://wikidata.org/entity/Q207843,28079057,2023-01-28,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079057,2023-01-28,15
PM 2.5,https://wikidata.org/entity/Q48035814,28079057,2023-01-28,2
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079057,2023-01-28,3
NOx,https://wikidata.org/entity/Q20962970,28079057,2023-01-28,18
nitric oxide,https://wikidata.org/entity/Q207843,28079058,2023-01-28,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079058,2023-01-28,12
NOx,https://wikidata.org/entity/Q20962970,28079058,2023-01-28,16
ozone,https://wikidata.org/entity/Q36933,28079058,2023-01-28,53
nitric oxide,https://wikidata.org/entity/Q207843,28079059,2023-01-28,2
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079059,2023-01-28,19
NOx,https://wikidata.org/entity/Q20962970,28079059,2023-01-28,23
ozone,https://wikidata.org/entity/Q36933,28079059,2023-01-28,47
nitric oxide,https://wikidata.org/entity/Q207843,28079060,2023-01-28,2
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079060,2023-01-28,12
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2023-01-28,6
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2023-01-28,8
NOx,https://wikidata.org/entity/Q20962970,28079060,2023-01-28,15
ozone,https://wikidata.org/entity/Q36933,28079060,2023-01-28,56
sulfur dioxide,https://wikidata.org/entity/Q5282,28079004,2023-01-29,1
carbon monoxide,https://wikidata.org/entity/Q2025,28079004,2023-01-29,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079004,2023-01-29,5
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079004,2023-01-29,27
NOx,https://wikidata.org/entity/Q20962970,28079004,2023-01-29,35
sulfur dioxide,https://wikidata.org/entity/Q5282,28079008,2023-01-29,2
carbon monoxide,https://wikidata.org/entity/Q2025,28079008,2023-01-29,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079008,2023-01-29,4
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079008,2023-01-29,30
PM 2.5,https://wikidata.org/entity/Q48035814,28079008,2023-01-29,6
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079008,2023-01-29,8
NOx,https://wikidata.org/entity/Q20962970,28079008,2023-01-29,36
ozone,https://wikidata.org/entity/Q36933,28079008,2023-01-29,38
batra,https://wikidata.org/entity/Q411087,28079008,2023-01-29,0.9
nitric oxide,https://wikidata.org/entity/Q207843,28079011,2023-01-29,11
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079011,2023-01-29,43
NOx,https://wikidata.org/entity/Q20962970,28079011,2023-01-29,59
batra,https://wikidata.org/entity/Q411087,28079011,2023-01-29,2.8
nitric oxide,https://wikidata.org/entity/Q207843,28079016,2023-01-29,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079016,2023-01-29,25
NOx,https://wikidata.org/entity/Q20962970,28079016,2023-01-29,31
ozone,https://wikidata.org/entity/Q36933,28079016,2023-01-29,42
nitric oxide,https://wikidata.org/entity/Q207843,28079017,2023-01-29,12
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079017,2023-01-29,34
NOx,https://wikidata.org/entity/Q20962970,28079017,2023-01-29,52
ozone,https://wikidata.org/entity/Q36933,28079017,2023-01-29,34
nitric oxide,https://wikidata.org/entity/Q207843,28079018,2023-01-29,5
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079018,2023-01-29,25
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079018,2023-01-29,8
NOx,https://wikidata.org/entity/Q20962970,28079018,2023-01-29,32
ozone,https://wikidata.org/entity/Q36933,28079018,2023-01-29,37
batra,https://wikidata.org/entity/Q411087,28079018,2023-01-29,0.7
nitric oxide,https://wikidata.org/entity/Q207843,28079024,2023-01-29,2
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079024,2023-01-29,13
PM 2.5,https://wikidata.org/entity/Q48035814,28079024,2023-01-29,5
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079024,2023-01-29,8
NOx,https://wikidata.org/entity/Q20962970,28079024,2023-01-29,15
ozone,https://wikidata.org/entity/Q36933,28079024,2023-01-29,43
batra,https://wikidata.org/entity/Q411087,28079024,2023-01-29,0.5
nitric oxide,https://wikidata.org/entity/Q207843,28079027,2023-01-29,6
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079027,2023-01-29,27
NOx,https://wikidata.org/entity/Q20962970,28079027,2023-01-29,37
ozone,https://wikidata.org/entity/Q36933,28079027,2023-01-29,40
sulfur dioxide,https://wikidata.org/entity/Q5282,28079035,2023-01-29,10
carbon monoxide,https://wikidata.org/entity/Q2025,28079035,2023-01-29,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079035,2023-01-29,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079035,2023-01-29,32
NOx,https://wikidata.org/entity/Q20962970,28079035,2023-01-29,36
ozone,https://wikidata.org/entity/Q36933,28079035,2023-01-29,30
sulfur dioxide,https://wikidata.org/entity/Q5282,28079036,2023-01-29,3
nitric oxide,https://wikidata.org/entity/Q207843,28079036,2023-01-29,6
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079036,2023-01-29,25
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079036,2023-01-29,7
NOx,https://wikidata.org/entity/Q20962970,28079036,2023-01-29,34
nitric oxide,https://wikidata.org/entity/Q207843,28079038,2023-01-29,1
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079038,2023-01-29,32
PM 2.5,https://wikidata.org/entity/Q48035814,28079038,2023-01-29,4
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079038,2023-01-29,7
NOx,https://wikidata.org/entity/Q20962970,28079038,2023-01-29,33
batra,https://wikidata.org/entity/Q411087,28079038,2023-01-29,1
nitric oxide,https://wikidata.org/entity/Q207843,28079039,2023-01-29,2
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079039,2023-01-29,24
NOx,https://wikidata.org/entity/Q20962970,28079039,2023-01-29,27
ozone,https://wikidata.org/entity/Q36933,28079039,2023-01-29,43
nitric oxide,https://wikidata.org/entity/Q207843,28079040,2023-01-29,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079040,2023-01-29,24
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079040,2023-01-29,6
NOx,https://wikidata.org/entity/Q20962970,28079040,2023-01-29,28
nitric oxide,https://wikidata.org/entity/Q207843,28079047,2023-01-29,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079047,2023-01-29,27
PM 2.5,https://wikidata.org/entity/Q48035814,28079047,2023-01-29,5
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079047,2023-01-29,7
NOx,https://wikidata.org/entity/Q20962970,28079047,2023-01-29,32
nitric oxide,https://wikidata.org/entity/Q207843,28079048,2023-01-29,1
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079048,2023-01-29,20
PM 2.5,https://wikidata.org/entity/Q48035814,28079048,2023-01-29,4
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079048,2023-01-29,6
NOx,https://wikidata.org/entity/Q20962970,28079048,2023-01-29,22
nitric oxide,https://wikidata.org/entity/Q207843,28079049,2023-01-29,1
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079049,2023-01-29,18
NOx,https://wikidata.org/entity/Q20962970,28079049,2023-01-29,20
ozone,https://wikidata.org/entity/Q36933,28079049,2023-01-29,40
nitric oxide,https://wikidata.org/entity/Q207843,28079050,2023-01-29,4
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079050,2023-01-29,18
PM 2.5,https://wikidata.org/entity/Q48035814,28079050,2023-01-29,2
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079050,2023-01-29,5
NOx,https://wikidata.org/entity/Q20962970,28079050,2023-01-29,25
nitric oxide,https://wikidata.org/entity/Q207843,28079054,2023-01-29,7
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079054,2023-01-29,28
NOx,https://wikidata.org/entity/Q20962970,28079054,2023-01-29,39
ozone,https://wikidata.org/entity/Q36933,28079054,2023-01-29,37
nitric oxide,https://wikidata.org/entity/Q207843,28079055,2023-01-29,8
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079055,2023-01-29,33
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079055,2023-01-29,13
NOx,https://wikidata.org/entity/Q20962970,28079055,2023-01-29,45
batra,https://wikidata.org/entity/Q411087,28079055,2023-01-29,0.4
carbon monoxide,https://wikidata.org/entity/Q2025,28079056,2023-01-29,300.0
nitric oxide,https://wikidata.org/entity/Q207843,28079056,2023-01-29,15
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079056,2023-01-29,36
PM 2.5,https://wikidata.org/entity/Q48035814,28079056,2023-01-29,7
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079056,2023-01-29,12
NOx,https://wikidata.org/entity/Q20962970,28079056,2023-01-29,58
nitric oxide,https://wikidata.org/entity/Q207843,28079057,2023-01-29,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079057,2023-01-29,19
PM 2.5,https://wikidata.org/entity/Q48035814,28079057,2023-01-29,3
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079057,2023-01-29,5
NOx,https://wikidata.org/entity/Q20962970,28079057,2023-01-29,23
nitric oxide,https://wikidata.org/entity/Q207843,28079058,2023-01-29,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079058,2023-01-29,13
NOx,https://wikidata.org/entity/Q20962970,28079058,2023-01-29,17
ozone,https://wikidata.org/entity/Q36933,28079058,2023-01-29,34
nitric oxide,https://wikidata.org/entity/Q207843,28079059,2023-01-29,2
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079059,2023-01-29,19
NOx,https://wikidata.org/entity/Q20962970,28079059,2023-01-29,21
ozone,https://wikidata.org/entity/Q36933,28079059,2023-01-29,39
nitric oxide,https://wikidata.org/entity/Q207843,28079060,2023-01-29,1
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079060,2023-01-29,15
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2023-01-29,7
NOx,https://wikidata.org/entity/Q20962970,28079060,2023-01-29,17
ozone,https://wikidata.org/entity/Q36933,28079060,2023-01-29,41
sulfur dioxide,https://wikidata.org/entity/Q5282,28079004,2023-01-30,2
carbon monoxide,https://wikidata.org/entity/Q2025,28079004,2023-01-30,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079004,2023-01-30,30
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079004,2023-01-30,47
NOx,https://wikidata.org/entity/Q20962970,28079004,2023-01-30,94
sulfur dioxide,https://wikidata.org/entity/Q5282,28079008,2023-01-30,2
carbon monoxide,https://wikidata.org/entity/Q2025,28079008,2023-01-30,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079008,2023-01-30,14
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079008,2023-01-30,46
