num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,distrito_urls,tipo_accidente,estado_meteorologico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2024S005422,2024-12-02T00:00:00Z,14:25:00,"CALL. AGUACATE, 30",30,11,Carabanchel,https://www.wikidata.org/wiki/Q1001991,Alcance,Despejado,Turismo,Conductor,De 30 a 34 años,Mujer,14,Sin asistencia sanitaria,436550.811,4469254.276,N,"NULL"
2024S005422,2024-12-02T00:00:00Z,14:25:00,"CALL. AGUACATE, 30",30,11,Carabanchel,https://www.wikidata.org/wiki/Q1001991,Alcance,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,436550.811,4469254.276,N,"NULL"
2024S005422,2024-12-02T00:00:00Z,14:25:00,"CALL. AGUACATE, 30",30,11,Carabanchel,https://www.wikidata.org/wiki/Q1001991,Alcance,Despejado,Turismo,Pasajero,De 35 a 39 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,436550.811,4469254.276,N,"NULL"
2024S005425,2024-12-02T00:00:00Z,15:10:00,CALL. VELAZQUEZ / CALL. VILLANUEVA,11,4,Salamanca,https://www.wikidata.org/wiki/Q1773521,Colisión fronto-lateral,Despejado,Motocicleta hasta 125cc,Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,441937.665,4474856.471,N,"NULL"
2024S005425,2024-12-02T00:00:00Z,15:10:00,CALL. VELAZQUEZ / CALL. VILLANUEVA,11,4,Salamanca,https://www.wikidata.org/wiki/Q1773521,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 25 a 29 años,Mujer,14,Sin asistencia sanitaria,441937.665,4474856.471,N,"NULL"
2024S005425,2024-12-02T00:00:00Z,15:10:00,CALL. VELAZQUEZ / CALL. VILLANUEVA,11,4,Salamanca,https://www.wikidata.org/wiki/Q1773521,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,441937.665,4474856.471,N,"NULL"
2024S005435,2024-12-02T00:00:00Z,16:10:00,CALL. REAL DE ARGANDA / AVDA. LA GAVIA,74,18,Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Mujer,14,Sin asistencia sanitaria,448360.831,4469842.458,N,"NULL"
2024S005435,2024-12-02T00:00:00Z,16:10:00,CALL. REAL DE ARGANDA / AVDA. LA GAVIA,74,18,Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,Colisión fronto-lateral,Despejado,Turismo,Conductor,Más de 74 años,Hombre,14,Sin asistencia sanitaria,448360.831,4469842.458,N,"NULL"
2024S005435,2024-12-02T00:00:00Z,16:10:00,CALL. REAL DE ARGANDA / AVDA. LA GAVIA,74,18,Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,Colisión fronto-lateral,Despejado,Turismo,Pasajero,De 6 a 9 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,448360.831,4469842.458,N,"NULL"
2024S005460,2024-12-02T00:00:00Z,16:20:00,PASEO DEL PRADO 18,18,1,Centro,https://www.wikidata.org/wiki/Q1763376,Colisión lateral,Despejado,Autobús,Conductor,De 50 a 54 años,Hombre,NULL,NULL,441145.469,4473876.447,N,"NULL"
2024S005460,2024-12-02T00:00:00Z,16:20:00,PASEO DEL PRADO 18,18,1,Centro,https://www.wikidata.org/wiki/Q1763376,Colisión lateral,Despejado,Turismo,Conductor,De 65 a 69 años,Mujer,NULL,NULL,441145.469,4473876.447,N,"NULL"
2024S005461,2024-12-02T00:00:00Z,16:00:00,"CALL. TAMBRE, 39",39,5,Chamartín,https://www.wikidata.org/wiki/Q1766348,Vuelco,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441641.232,4477692.082,N,"NULL"
2024S005461,2024-12-02T00:00:00Z,16:00:00,"CALL. TAMBRE, 39",39,5,Chamartín,https://www.wikidata.org/wiki/Q1766348,Vuelco,Despejado,Turismo,Conductor,Desconocido,Desconocido,NULL,NULL,441641.232,4477692.082,N,"NULL"
2024S005461,2024-12-02T00:00:00Z,16:00:00,"CALL. TAMBRE, 39",39,5,Chamartín,https://www.wikidata.org/wiki/Q1766348,Vuelco,Despejado,Turismo,Conductor,Desconocido,Desconocido,NULL,NULL,441641.232,4477692.082,N,"NULL"
2024S005461,2024-12-02T00:00:00Z,16:00:00,"CALL. TAMBRE, 39",39,5,Chamartín,https://www.wikidata.org/wiki/Q1766348,Vuelco,Despejado,Turismo,Conductor,Desconocido,Desconocido,NULL,NULL,441641.232,4477692.082,N,"NULL"
2024S005464,2024-12-02T00:00:00Z,17:00:00,CALL. VILLABLANCA / CALL. MINERVA,70,19,Vicálvaro,https://www.wikidata.org/wiki/Q589403,Alcance,Despejado,Turismo,Conductor,De 35 a 39 años,Mujer,14,Sin asistencia sanitaria,449305.457,4472844.51,S,"NULL"
2024S005464,2024-12-02T00:00:00Z,17:00:00,CALL. VILLABLANCA / CALL. MINERVA,70,19,Vicálvaro,https://www.wikidata.org/wiki/Q589403,Alcance,Despejado,Turismo,Conductor,De 55 a 59 años,Mujer,14,Sin asistencia sanitaria,449305.457,4472844.51,N,"NULL"
2024S005464,2024-12-02T00:00:00Z,17:00:00,CALL. VILLABLANCA / CALL. MINERVA,70,19,Vicálvaro,https://www.wikidata.org/wiki/Q589403,Alcance,Despejado,Turismo,Pasajero,De 15 a 17 años,Mujer,NULL,NULL,449305.457,4472844.51,N,"NULL"
2024S005464,2024-12-02T00:00:00Z,17:00:00,CALL. VILLABLANCA / CALL. MINERVA,70,19,Vicálvaro,https://www.wikidata.org/wiki/Q589403,Alcance,Despejado,Turismo,Pasajero,Menor de 5 años,Hombre,14,Sin asistencia sanitaria,449305.457,4472844.51,N,"NULL"
2024S005472,2024-12-02T00:00:00Z,15:10:00,CALL. HERMANOS GARCIA NOBLEJAS / CALL. SANTO DOMINGO SAVIO,68,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,446286.965,4475804.322,N,"NULL"
2024S005472,2024-12-02T00:00:00Z,15:10:00,CALL. HERMANOS GARCIA NOBLEJAS / CALL. SANTO DOMINGO SAVIO,68,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,Alcance,Despejado,Turismo,Conductor,Desconocido,Desconocido,NULL,NULL,446286.965,4475804.322,N,"NULL"
2024S005478,2024-12-02T00:00:00Z,16:45:00,"CALL. ELFO, 76",76,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,NULL,NULL,444965.708,4476159.973,N,"NULL"
2024S005478,2024-12-02T00:00:00Z,16:45:00,"CALL. ELFO, 76",76,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,NULL,NULL,444965.708,4476159.973,N,"NULL"
2024S005478,2024-12-02T00:00:00Z,16:45:00,"CALL. ELFO, 76",76,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,NULL,NULL,444965.708,4476159.973,N,"NULL"
2024S005486,2024-12-02T00:00:00Z,17:10:00,"CALL. AZCONA, 62",62,4,Salamanca,https://www.wikidata.org/wiki/Q1773521,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443470.312,4476328.306,N,"NULL"
2024S005486,2024-12-02T00:00:00Z,17:10:00,"CALL. AZCONA, 62",62,4,Salamanca,https://www.wikidata.org/wiki/Q1773521,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,443470.312,4476328.306,N,"NULL"
2024S005490,2024-12-02T00:00:00Z,17:55:00,"AUTOV. M-30, 10NL50",10NL50,3,Retiro,https://www.wikidata.org/wiki/Q2002296,Colisión frontal,NULL,Furgoneta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,442706.797,4471662.945,N,"NULL"
2024S005490,2024-12-02T00:00:00Z,17:55:00,"AUTOV. M-30, 10NL50",10NL50,3,Retiro,https://www.wikidata.org/wiki/Q2002296,Colisión frontal,NULL,Turismo,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,442706.797,4471662.945,N,"NULL"
2024S005490,2024-12-02T00:00:00Z,17:55:00,"AUTOV. M-30, 10NL50",10NL50,3,Retiro,https://www.wikidata.org/wiki/Q2002296,Colisión frontal,NULL,Turismo,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,442706.797,4471662.945,N,"NULL"
2024S005491,2024-12-02T00:00:00Z,15:28:00,CALL. JOAQUIN COSTA / CALL. GABRIEL LOBO,51,5,Chamartín,https://www.wikidata.org/wiki/Q1766348,Colisión fronto-lateral,Despejado,Motocicleta hasta 125cc,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442167.416,4477027.996,N,"NULL"
2024S005491,2024-12-02T00:00:00Z,15:28:00,CALL. JOAQUIN COSTA / CALL. GABRIEL LOBO,51,5,Chamartín,https://www.wikidata.org/wiki/Q1766348,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 30 a 34 años,Mujer,14,Sin asistencia sanitaria,442167.416,4477027.996,N,"NULL"
2024S005493,2024-12-02T00:00:00Z,19:10:00,CALL. CAMARENA / CALL. ILLESCAS,136,10,Latina,https://www.wikidata.org/wiki/Q794954,Caída,Despejado,Motocicleta hasta 125cc,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,435845.231,4471531.622,N,"NULL"
2024S005494,2024-12-02T00:00:00Z,17:50:00,PASEO. CASTELLANA / CALL. JOAQUIN COSTA,112,5,Chamartín,https://www.wikidata.org/wiki/Q1766348,Alcance,Despejado,Motocicleta > 125cc,Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,441424.874,4477553.928,N,"NULL"
2024S005494,2024-12-02T00:00:00Z,17:50:00,PASEO. CASTELLANA / CALL. JOAQUIN COSTA,112,5,Chamartín,https://www.wikidata.org/wiki/Q1766348,Alcance,Despejado,Turismo,Conductor,De 50 a 54 años,Mujer,14,Sin asistencia sanitaria,441424.874,4477553.928,N,"NULL"
2024S005495,2024-12-02T00:00:00Z,19:15:00,"CALL. MARCELO USERA, 166",166,12,Usera,https://www.wikidata.org/wiki/Q953368,Colisión lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,439329.289,4470757.296,S,"NULL"
2024S005495,2024-12-02T00:00:00Z,19:15:00,"CALL. MARCELO USERA, 166",166,12,Usera,https://www.wikidata.org/wiki/Q953368,Colisión lateral,Despejado,VMU eléctrico,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,439329.289,4470757.296,N,"NULL"
2024S005496,2024-12-02T00:00:00Z,18:20:00,"CALL. ESCORPION, 1",1,21,Barajas,https://www.wikidata.org/wiki/Q807230,Solo salida de la vía,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,NULL,NULL,451621.426,4478021.758,N,"NULL"
2024S005496,2024-12-02T00:00:00Z,18:20:00,"CALL. ESCORPION, 1",1,21,Barajas,https://www.wikidata.org/wiki/Q807230,Solo salida de la vía,Despejado,Turismo,Pasajero,De 60 a 64 años,Hombre,NULL,NULL,451621.426,4478021.758,N,"NULL"
2024S005497,2024-12-02T00:00:00Z,18:00:00,"ESTFE. PUERTA DE ATOCHA, 0",0,2,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Colisión lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Hombre,NULL,NULL,441275.356,4473120.575,N,"NULL"
2024S005497,2024-12-02T00:00:00Z,18:00:00,"ESTFE. PUERTA DE ATOCHA, 0",0,2,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Colisión lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Hombre,NULL,NULL,441275.356,4473120.575,N,"NULL"
2024S005498,2024-12-02T00:00:00Z,18:55:00,"CALL. ARTURO SORIA, 122A",122A,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,Caída,Despejado,Motocicleta hasta 125cc,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,444816.23,4477796.301,N,"NULL"
2024S005498,2024-12-02T00:00:00Z,18:55:00,"CALL. ARTURO SORIA, 122A",122A,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,Caída,Despejado,Turismo,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,444816.23,4477796.301,N,"NULL"
2024S005499,2024-12-02T00:00:00Z,17:30:00,CALL. TIMON / CALL. ALAR DEL REY,26,21,Barajas,https://www.wikidata.org/wiki/Q807230,Colisión fronto-lateral,Despejado,Motocicleta > 125cc,Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,450507.098,4480446.774,N,"NULL"
2024S005499,2024-12-02T00:00:00Z,17:30:00,CALL. TIMON / CALL. ALAR DEL REY,26,21,Barajas,https://www.wikidata.org/wiki/Q807230,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Mujer,14,Sin asistencia sanitaria,450507.098,4480446.774,N,"NULL"
2024S005499,2024-12-02T00:00:00Z,17:30:00,CALL. TIMON / CALL. ALAR DEL REY,26,21,Barajas,https://www.wikidata.org/wiki/Q807230,Colisión fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,NULL,NULL,450507.098,4480446.774,N,"NULL"
2024S005500,2024-12-02T00:00:00Z,17:51:00,"CALL. ARTURO SORIA, 330",330,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,Colisión lateral,NULL,Turismo,Conductor,De 45 a 49 años,Mujer,NULL,NULL,443449.509,4481243.469,N,"NULL"
2024S005500,2024-12-02T00:00:00Z,17:51:00,"CALL. ARTURO SORIA, 330",330,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,Colisión lateral,NULL,Turismo,Conductor,De 65 a 69 años,Hombre,NULL,NULL,443449.509,4481243.469,N,"NULL"
2024S005501,2024-12-02T00:00:00Z,16:30:00,AVDA. ENSANCHE DE VALLECAS / CALL. JOSE GUTIERREZ MAROTO,56,18,Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,Colisión fronto-lateral,NULL,Turismo,Conductor,De 40 a 44 años,Mujer,NULL,NULL,448760.409,4468528.415,N,"NULL"
2024S005501,2024-12-02T00:00:00Z,16:30:00,AVDA. ENSANCHE DE VALLECAS / CALL. JOSE GUTIERREZ MAROTO,56,18,Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,Colisión fronto-lateral,NULL,Turismo,Conductor,De 40 a 44 años,Mujer,NULL,NULL,448760.409,4468528.415,N,"NULL"
2024S005502,2024-12-02T00:00:00Z,19:00:00,"CALL. INFANTA MERCEDES, 23",23,6,Tetuán,https://www.wikidata.org/wiki/Q1773540,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 30 a 34 años,Mujer,14,Sin asistencia sanitaria,440716.44,4478362.469,N,"NULL"
2024S005502,2024-12-02T00:00:00Z,19:00:00,"CALL. INFANTA MERCEDES, 23",23,6,Tetuán,https://www.wikidata.org/wiki/Q1773540,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 65 a 69 años,Hombre,14,Sin asistencia sanitaria,440716.44,4478362.469,N,"NULL"
2024S005502,2024-12-02T00:00:00Z,19:00:00,"CALL. INFANTA MERCEDES, 23",23,6,Tetuán,https://www.wikidata.org/wiki/Q1773540,Colisión fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,NULL,NULL,440716.44,4478362.469,N,"NULL"
2024S005505,2024-12-02T00:00:00Z,17:28:00,AVDA. PORTUGAL / AVDA. PRINCIPAL,113,10,Latina,https://www.wikidata.org/wiki/Q794954,Caída,Despejado,VMU eléctrico,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,437686.316,4473844.087,N,"NULL"
2024S005506,2024-12-02T00:00:00Z,20:15:00,"AVDA. MONASTERIO DE EL ESCORIAL, 73A",73A,8,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,Atropello a persona,Despejado,Turismo,Conductor,De 45 a 49 años,Mujer,14,Sin asistencia sanitaria,441118.105,4484329.141,N,"NULL"
2024S005506,2024-12-02T00:00:00Z,20:15:00,"AVDA. MONASTERIO DE EL ESCORIAL, 73A",73A,8,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,Atropello a persona,Despejado,Turismo,Peatón,De 10 a 14 años,Hombre,1,Atención en urgencias sin posterior ingreso,441118.105,4484329.141,N,"NULL"
2024S005507,2024-12-02T00:00:00Z,20:20:00,CALL. EMBAJADORES / AVDA. PLANETARIO,204,2,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Alcance,NULL,Turismo,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,441424.068,4470937.629,N,"NULL"
2024S005507,2024-12-02T00:00:00Z,20:20:00,CALL. EMBAJADORES / AVDA. PLANETARIO,204,2,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Alcance,NULL,Turismo,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,441424.068,4470937.629,N,"NULL"
2024S005509,2024-12-02T00:00:00Z,20:45:00,"AVDA. HELLIN, 52",52,20,San Blas-Canillejas,https://www.wikidata.org/wiki/Q2001937,Colisión lateral,NULL,Turismo,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,447803.555,4475536.16,N,"NULL"
2024S005509,2024-12-02T00:00:00Z,20:45:00,"AVDA. HELLIN, 52",52,20,San Blas-Canillejas,https://www.wikidata.org/wiki/Q2001937,Colisión lateral,NULL,Turismo,Conductor,De 21 a 24 años,Mujer,14,Sin asistencia sanitaria,447803.555,4475536.16,N,"NULL"
2024S005512,2024-12-02T00:00:00Z,20:55:00,AVDA. GUADALAJARA / CALL. BULGARIA,37,20,San Blas-Canillejas,https://www.wikidata.org/wiki/Q2001937,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 25 a 29 años,Mujer,14,Sin asistencia sanitaria,447417.622,4474514.362,N,"NULL"
2024S005512,2024-12-02T00:00:00Z,20:55:00,AVDA. GUADALAJARA / CALL. BULGARIA,37,20,San Blas-Canillejas,https://www.wikidata.org/wiki/Q2001937,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,447417.622,4474514.362,N,"NULL"
2024S005512,2024-12-02T00:00:00Z,20:55:00,AVDA. GUADALAJARA / CALL. BULGARIA,37,20,San Blas-Canillejas,https://www.wikidata.org/wiki/Q2001937,Colisión fronto-lateral,Despejado,Turismo,Pasajero,De 15 a 17 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,447417.622,4474514.362,N,"NULL"
2024S005515,2024-12-02T00:00:00Z,22:20:00,CALLE FUENTE DE CARRANTONA,38C,14,Moratalaz,https://www.wikidata.org/wiki/Q2076109,Colisión lateral,Despejado,Motocicleta hasta 125cc,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,446724.494,4473892.814,N,"NULL"
2024S005515,2024-12-02T00:00:00Z,22:20:00,CALLE FUENTE DE CARRANTONA,38C,14,Moratalaz,https://www.wikidata.org/wiki/Q2076109,Colisión lateral,Despejado,Turismo,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,446724.494,4473892.814,N,"NULL"
2024S005515,2024-12-02T00:00:00Z,22:20:00,CALLE FUENTE DE CARRANTONA,38C,14,Moratalaz,https://www.wikidata.org/wiki/Q2076109,Colisión lateral,Despejado,Turismo,Pasajero,De 45 a 49 años,Mujer,14,Sin asistencia sanitaria,446724.494,4473892.814,N,"NULL"
2024S005517,2024-12-02T00:00:00Z,22:20:00,CALL. GUZMAN EL BUENO / CALL. FERNANDO EL CATOLICO,41,7,Chamberí,https://www.wikidata.org/wiki/Q1763370,Colisión fronto-lateral,NULL,Motocicleta hasta 125cc,Conductor,De 35 a 39 años,Hombre,NULL,NULL,439504.658,4476201.364,N,"NULL"
2024S005517,2024-12-02T00:00:00Z,22:20:00,CALL. GUZMAN EL BUENO / CALL. FERNANDO EL CATOLICO,41,7,Chamberí,https://www.wikidata.org/wiki/Q1763370,Colisión fronto-lateral,NULL,Turismo,Conductor,De 35 a 39 años,Mujer,NULL,NULL,439504.658,4476201.364,N,"NULL"
2024S005517,2024-12-02T00:00:00Z,22:20:00,CALL. GUZMAN EL BUENO / CALL. FERNANDO EL CATOLICO,41,7,Chamberí,https://www.wikidata.org/wiki/Q1763370,Colisión fronto-lateral,NULL,Turismo,Pasajero,De 30 a 34 años,Hombre,NULL,NULL,439504.658,4476201.364,N,"NULL"
2024S005518,2024-12-02T00:00:00Z,21:00:00,CALL. ARTURO SORIA / CALL. PROTASIO GOMEZ,12,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,Colisión lateral,Despejado,Turismo,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,445805.294,4476704.49,N,"NULL"
2024S005518,2024-12-02T00:00:00Z,21:00:00,CALL. ARTURO SORIA / CALL. PROTASIO GOMEZ,12,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,Colisión lateral,Despejado,Turismo,Conductor,De 70 a 74 años,Mujer,14,Sin asistencia sanitaria,445805.294,4476704.49,N,"NULL"
2024S005522,2024-12-02T00:00:00Z,22:45:00,AVDA. VALDEMARIN / CMNO. BARRIAL,169,9,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,Caída,Despejado,Motocicleta > 125cc,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,432412.92,4479570.745,N,"NULL"
2024S005527,2024-12-02T00:00:00Z,13:00:00,"INTER. AEROPUERTO T-1, T-2, T-3 / PARKING T-1 LLEGADAS",0,21,Barajas,https://www.wikidata.org/wiki/Q807230,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,NULL,NULL,451440.987,4479579.842,N,"NULL"
2024S005527,2024-12-02T00:00:00Z,13:00:00,"INTER. AEROPUERTO T-1, T-2, T-3 / PARKING T-1 LLEGADAS",0,21,Barajas,https://www.wikidata.org/wiki/Q807230,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,NULL,NULL,451440.987,4479579.842,N,"NULL"
2024S005630,2024-12-02T00:00:00Z,10:00:00,"CALL. CONCEJAL FCO. JOSE JIMENEZ MARTIN, FRENTE 16",16,10,Latina,https://www.wikidata.org/wiki/Q794954,Atropello a animal,Despejado,Turismo,Conductor,Desconocido,Desconocido,NULL,NULL,437482.836,4472602.854,N,"NULL"
2024S006186,2024-12-02T00:00:00Z,23:15:00,"AUTOV. M-30, 15RR29",15RR29,11,Carabanchel,https://www.wikidata.org/wiki/Q1001991,Caída,Despejado,Motocicleta > 125cc,Conductor,Desconocido,Desconocido,NULL,NULL,439536.571,4472116.822,N,"NULL"
2024S005525,2024-02-13T00:00:00Z,6:00:00,CALL. DIEGO DE LEON / CALL. PRINCIPE DE VERGARA,43,4,Salamanca,https://www.wikidata.org/wiki/Q1773521,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,NULL,NULL,442409.667,4476232.158,N,"NULL"
2024S005526,2024-02-13T00:00:00Z,8:20:00,ANILLO VERDE CICLISTA P.K. 23.600,73,13,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,444000.596,4468919.866,N,"NULL"
2024S005528,2024-02-13T00:00:00Z,8:55:00,CALL. DOLORES BARRANCO / CALL. GABRIEL USERA,57,12,Usera,https://www.wikidata.org/wiki/Q953368,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Mujer,NULL,NULL,439876.238,4470512.379,N,"NULL"
2024S005528,2024-02-13T00:00:00Z,8:55:00,CALL. DOLORES BARRANCO / CALL. GABRIEL USERA,57,12,Usera,https://www.wikidata.org/wiki/Q953368,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,NULL,NULL,439876.238,4470512.379,N,"NULL"
2024S005529,2024-02-13T00:00:00Z,9:30:00,"CALL. BRAVO MURILLO, 111",111,6,Tetuán,https://www.wikidata.org/wiki/Q1773540,Colisión lateral,Despejado,Motocicleta hasta 125cc,Conductor,De 35 a 39 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,440319.024,4477768.676,N,"NULL"
2024S005529,2024-02-13T00:00:00Z,9:30:00,"CALL. BRAVO MURILLO, 111",111,6,Tetuán,https://www.wikidata.org/wiki/Q1773540,Colisión lateral,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,440319.024,4477768.676,N,"NULL"
2024S005530,2024-02-13T00:00:00Z,8:56:00,CALL. ALLARIZ / CALL. ALFONSO FERNANDEZ,1,11,Carabanchel,https://www.wikidata.org/wiki/Q1001991,Colisión lateral,NULL,Camión rígido,Conductor,De 55 a 59 años,Hombre,NULL,NULL,436019.839,4468818.914,N,"NULL"
2024S005530,2024-02-13T00:00:00Z,8:56:00,CALL. ALLARIZ / CALL. ALFONSO FERNANDEZ,1,11,Carabanchel,https://www.wikidata.org/wiki/Q1001991,Colisión lateral,NULL,Turismo,Conductor,Desconocido,Desconocido,NULL,NULL,436019.839,4468818.914,N,"NULL"
2024S005531,2024-02-13T00:00:00Z,10:30:00,IDB. AVENIDA DE LOS ROSALES / CTRA. VILLAVERDE A VALLECAS,0,17,Villaverde,https://www.wikidata.org/wiki/Q919536,Colisión lateral,Nublado,Turismo,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,442060.345,4467970.133,N,"NULL"
2024S005531,2024-02-13T00:00:00Z,10:30:00,IDB. AVENIDA DE LOS ROSALES / CTRA. VILLAVERDE A VALLECAS,0,17,Villaverde,https://www.wikidata.org/wiki/Q919536,Colisión lateral,Nublado,VMU eléctrico,Conductor,De 15 a 17 años,Hombre,1,Atención en urgencias sin posterior ingreso,442060.345,4467970.133,N,"NULL"
2024S005532,2024-02-13T00:00:00Z,9:52:00,AVDA. ILUSTRACION / GTA. REALES ACADEMIAS,0,8,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,Alcance,NULL,Turismo,Conductor,De 45 a 49 años,Mujer,14,Sin asistencia sanitaria,439585.633,4481325.897,N,"NULL"
2024S005532,2024-02-13T00:00:00Z,9:52:00,AVDA. ILUSTRACION / GTA. REALES ACADEMIAS,0,8,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,Alcance,NULL,Turismo,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,439585.633,4481325.897,N,"NULL"
2024S005535,2024-02-13T00:00:00Z,9:50:00,"CALL. ARTURO SORIA, 337",337,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,Colisión fronto-lateral,Nublado,Furgoneta,Conductor,De 55 a 59 años,Hombre,NULL,NULL,443524.22,4481459.978,N,"NULL"
